PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2023-0044,01/22/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,28,5,4 feet to 6 feet,Sex-Unk,Race-Unknown,,,,No,No,No,,Weapon Exhibited,No
FTN2023-0130,03/04/2023,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Takedown (no injury),L1,Unknown Drugs,Yes,White,Male,49,16,1 feet to 3 feet,Male,White,16,Medium,5'4'' to 5'6'',No,No,No,,Resisting Lawful Arrest,No
FTN2023-0178,04/03/2023,FOB - Field Operations Bureau,2nd District,DIU Persons,DIU Persons DIU,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,29,4,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0182,04/04/2023,,,,,,,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,62,22,4 feet to 6 feet,Male,,0,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Weapon Exhibited,No
FTN2023-0216,04/29/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Rainy Conditions - Light,Takedown (no injury),L1,None detected,Yes,Black,Male,58,40,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2023-0366,08/15/2023,FOB - Field Operations Bureau,4th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,No,Black,Female,31,6,7 feet to 10 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0133,03/06/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,41,19,,Male,White,31,,,No,No,Yes,,Tactical Deployments,No
FTN2023-0408,09/21/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Black,Male,38,9,0 feet to 1 feet,Male,Hispanic,48,Large,5'10'' to 6'0'',No,No,No,,Battery on Police Officer,No
FTN2023-0511,12/20/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,54,26,0 feet to 1 feet,Male,Black,17,Small,5'10'' to 6'0'',No,Yes,Yes,,Weapon Exhibited,No
FTN2023-0289,06/16/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | White | Asian/Pacific Islander,Female | Male | Male,42 | 36 | 27,9 | 8 | 5,1 feet to 3 feet,Male,Black,32,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No | No | No
FTN2023-0286,06/16/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes,Black | Black | Black | Black | White,Male | Male | Male | Male | Male,54 | 57 | 56 | 36 | 35,16 | 20 | 25 | 3 | 1,1 feet to 3 feet,Male,Black,31,Small,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No | No | No | No | No
FTN2023-0085,02/16/2023,FOB - Field Operations Bureau,8th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,53,26,7 feet to 10 feet,Male,White,34,Large,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0149,03/18/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,CEW Deployment | CEW Deployment,L2 | L2,None detected,Yes | Yes,Black | White,Male | Male,34 | 34,5 | 5,0 feet to 1 feet,Male,,,Medium,< 5'0'',No,No,No,,Other,No | No
FTN2023-0202,04/17/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Rifle (Pointed) | Rifle (Pointed) | Rifle (Pointed),L1 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes,Hispanic | White | Black,Male | Male | Male,46 | 52 | 35,22 | 19 | 8,4 feet to 6 feet | 4 feet to 6 feet,Male | Male,Black | Black,34 | 30,Large | Large,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,refuse verbal commands,No | No | No
FTN2023-0302,06/28/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Hands,L1 | L1,None detected,Yes | Yes,Hispanic | White,Male | Male,37 | 33,8 | 4,0 feet to 1 feet,Male,Black,27,Large,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0017,01/09/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Female,40,19,0 feet to 1 feet,Female,Black,30,Small,5'4'' to 5'6'',No,No,Yes,,Battery on Police Officer,Yes
FTN2023-0109,02/21/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury) | Takedown (no injury) | Takedown (no injury) | Takedown (no injury),L1 | L1 | L1 | L1,,Yes | Yes | Yes | Yes,White | Black | White | White,Male | Female | Male | Female,50 | 39 | 29 | 43,16 | 8 | 7 | 7,0 feet to 1 feet,Male,White,31,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2023-0135,03/08/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Other,L1 | L1 | L1,None detected,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,48 | 51 | 51,20 | 25 | 25,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No | Yes | Yes
FTN2023-0183,04/05/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,29,3,0 feet to 1 feet,Male,Black,29,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0186,04/07/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,No,Hispanic,Male,33,7,7 feet to 10 feet | 7 feet to 10 feet,Male | Female,Black | Black, | 2,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,No | No,,refuse verbal commands,No
FTN2023-0209,04/21/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Not Used,Good,Clear Conditions,- Hands (with injury) | Takedown (w/injury),L2 | L2,None detected,Yes | Yes,White | Hispanic,Male | Male,46 | 33,25 | 7,0 feet to 1 feet,Female,Black,17,Small,5'0'' to 5'3'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0252,05/23/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,25,5,7 feet to 10 feet,Male,Black,29,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No
FTN2023-0428,10/11/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment | Hands | Other,L2 | L1 | L2,Unknown,Yes | No | No,Black | Hispanic | Hispanic,Female | Male | Male,54 | 33 | 33,15 | 7 | 7,0 feet to 1 feet,Male,White,48,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Detention,No | No | No
FTN2023-0203,04/18/2023,ISB - Investigative Services Bureau,CID JUV,Juvenile,1st Platoon,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury),L2,,Yes,Black,Male,61,26,,,,,,,No,No,No,,Escape,Yes
FTN2023-0016,01/09/2023,FOB - Field Operations Bureau,2nd District,Second Watch,Second Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Escort Tech) | Force (Escort Tech) | Force (Escort Tech),L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,White | Black | White,Male | Male | Female,47 | 35 | 41,22 | 4 | 4,0 feet to 1 feet,Female,,15,Small,,No,Yes,No,,Resisting Lawful Arrest,No | No | No
FTN2023-0377,08/29/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,No | No,Black | Black,Male | Female,39 | 40,17 | 9,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,No,,Weapon Exhibited,No | No
FTN2023-0443,10/30/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Special Assignment,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,34 | 31 | 34,14 | 6 | 5,4 feet to 6 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No | No | No
FTN2023-0490,12/07/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Other,L1 | L1 | L2,None detected | None detected,Yes | No | Yes,Hispanic | Black | Black,Male | Male | Male,31 | 23 | 23,7 | 2 | 2,0 feet to 1 feet | 0 feet to 1 feet,Male | Male,Black | Black,20 | 21,Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,No | No,Yes | Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0493,12/11/2023,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,39,16,4 feet to 6 feet,Male,Black,30,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2023-0285,05/26/2023,FOB - Field Operations Bureau,3rd District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Escort Tech) | Force (Escort Tech) | Force (Escort Tech),L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,41 | 43 | 27,16 | 19 | 3,0 feet to 1 feet,Female,Hispanic,30,Large,5'4'' to 5'6'',No,Yes,No,,Flight from an Officer,No | No | No
FTN2023-0261,05/28/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Female | Female,40 | 52,2 | 12,4 feet to 6 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No | No
FTN2023-0262,05/28/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes | Yes,Black | White | Black | Black,Male | Male | Male | Male,34 | 35 | 31 | 47,7 | 7 | 6 | 5,11 feet to 14 feet | 11 feet to 14 feet,Male | Female,Black | Black,35 | 21,Medium | Medium,5'0'' to 5'3'' | 5'0'' to 5'3'',No | No,No | No,Yes | Yes,,Weapon Exhibited,No | No | No | No
FTN2023-0255,03/02/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,48,24,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0171,03/29/2023,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Canine (No Bite),L1 | L2,None detected,Yes | Yes,White | White,Male | Male,40 | 30,16 | 7,1 feet to 3 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No | No
FTN2023-0324,07/13/2023,MSB - Management Services Bureau,ADD,Military Leave,Military Leave,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,27,3,0 feet to 1 feet,Male,Black,16,XLarge,5'7'' to 5'9'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2023-0340,07/26/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (w/injury) | Takedown (w/injury),L2 | L2,Unknown,Yes | Yes,Hispanic | White,Male | Male,31 | 32,7 | 4,1 feet to 3 feet,Male,Black,34,Medium,5'4'' to 5'6'',Yes,No,Yes,,refuse verbal commands,No | No
FTN2023-0013,01/06/2023,FOB - Field Operations Bureau,1st District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,25,3,4 feet to 6 feet,Male,Black,18,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0110,02/21/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,41,4,0 feet to 1 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,No,,Battery on Police Officer,No
FTN2023-0185,04/07/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Force (Take Down),L2,Unknown,Yes,Black,Male,27,4,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Escape,No
FTN2023-0204,04/19/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,Mentally unstable,Yes | Yes,White | Not Specified,Male | Female,33 | 44,4 | 3,1 feet to 3 feet,Female,Black,35,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0506,12/19/2023,FOB - Field Operations Bureau,8th District,8th District,3rd Platoon,AWP Working,Unknown Shift Hours,Initial,Pending,Flagged Down,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Female,52,15,7 feet to 10 feet,Male,White,48,Medium,6'1'' to 6'3'',Yes,No,Yes,,Other,No
FTN2023-0172,03/30/2023,FOB - Field Operations Bureau,8th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,Black,Male,36,6,0 feet to 1 feet,Male,Black,0,Medium,6'1'' to 6'3'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0336,07/21/2023,ISB - Investigative Services Bureau,CID,Homicide,Staff,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,36,15,0 feet to 1 feet,Male,Black,62,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0084,02/15/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,Hispanic | White,Male | Male,37 | 26,4 | 4,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0146,03/16/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,Black | Black,Male | Male,24 | 24,4 | 4,4 feet to 6 feet,Male,Black,20,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No | No
FTN2023-0176,04/02/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury) | Takedown (no injury),L1 | L1 | L1,Unknown Drugs,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,60 | 26 | 23,22 | 2 | 2,0 feet to 1 feet,Male,Black,17,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0527,12/30/2023,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 7am - 7pm,Initial,Pending,Call for Service,Good,Clear Conditions,Hands,L1,Alchohol,Yes,White,Male,45,19,0 feet to 1 feet,Male,Black,26,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Detention,No
FTN2024-0005,01/01/2024,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected | None detected | None detected,Yes | Yes | Yes,White | Hispanic | White,Male | Male | Female,32 | 32 | 26,7 | 7 | 2,7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet,Male | Male | Male | Male,Black | Black | Black | Black,22 | 21 | 18 | 15,Medium | Medium | Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'',No | No | No | No,No | No | No | No,No | No | No | No,,Weapon Exhibited,No | No | No
FTN2024-0004,01/01/2024,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Male | Male,30 | 35,7 | 5,1 feet to 3 feet,Male,Black,0,Large,> 6'3'',No,No,Yes,,Resisting Officer w/Weapon,No | No
FTN2023-0068,02/09/2023,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,35,11,1 feet to 3 feet,Male,Black,21,Small,< 5'0'',No,No,Yes,,Tactical Deployments,No
FTN2023-0129,03/04/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Hispanic,Male,31,7,1 feet to 3 feet,Male,Black,,Medium,5'10'' to 6'0'',No,No,No,,Flight from an Officer,No
FTN2023-0152,03/21/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,29,3,11 feet to 14 feet,Male,Black,40,Small,6'1'' to 6'3'',No,Yes,Yes,,Flight from an Officer,No
